,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,3.375,15.830882352941176,14.51470588235294,31.113970588235297,2.6691176470588234,17.102941176470587,5.235294117647058,4.529411764705882,7.963235294117648,1.9999999999999998,2.6470588235294117,0.0,5.275735294117647,17.790441176470587,5.922794117647059
NV,2.5882352941176467,12.672794117647058,13.988970588235293,22.4375,3.922794117647059,12.352941176470589,12.654411764705884,26.44485294117647,23.8125,16.65441176470588,14.551470588235293,22.02573529411765,17.161764705882355,29.658088235294116,13.297794117647058
SV,5.25735294117647,11.261029411764705,11.768382352941176,16.536764705882355,1.3345588235294117,5.944852941176471,4.786764705882353,23.852941176470587,18.459558823529413,28.261029411764703,6.0036764705882355,4.022058823529412,4.727941176470588,22.518382352941178,3.356617647058824
BV,2.5882352941176467,14.106617647058822,3.4375000000000004,21.59191176470588,2.0404411764705883,19.871323529411764,2.6286764705882355,14.51470588235294,7.4375,4.529411764705882,3.275735294117647,4.6911764705882355,0.7647058823529412,2.6470588235294117,5.904411764705882
PV,1.2941176470588234,3.3345588235294112,2.746323529411765,0.6470588235294117,4.6286764705882355,5.294117647058823,5.922794117647059,3.3933823529411766,1.3933823529411766,6.022058823529411,3.433823529411765,1.3933823529411766,1.2941176470588234,3.963235294117647,3.981617647058824
NBV,2.6470588235294112,18.102941176470587,18.378676470588236,19.96691176470588,1.3345588235294117,1.2941176470588234,8.551470588235295,22.540441176470587,26.75735294117647,19.202205882352942,9.29779411764706,8.691176470588236,9.985294117647058,33.05147058823529,11.238970588235293
NPV,3.922794117647059,2.6691176470588234,3.375,3.2352941176470584,2.0404411764705883,2.0220588235294117,3.2352941176470584,3.294117647058824,3.3933823529411766,2.0992647058823524,0.6470588235294117,1.9411764705882357,2.5882352941176467,5.3161764705882355,0.0
SBV,0.6875000000000001,9.455882352941176,23.676470588235293,20.455882352941174,2.5882352941176476,4.727941176470588,10.569852941176471,13.180147058823527,17.301470588235293,23.183823529411764,9.963235294117649,14.066176470588237,19.1875,23.202205882352942,23.88970588235294
SPV,2.0220588235294117,3.981617647058823,1.9816176470588236,5.922794117647059,2.0404411764705883,0.7463235294117647,1.9411764705882357,4.709558823529412,1.2941176470588234,1.3529411764705883,1.9411764705882355,5.375,1.2941176470588234,1.352941176470588,2.705882352941176
BPV,1.9816176470588234,2.628676470588235,0.0,0.6470588235294117,2.0220588235294117,8.632352941176471,2.6286764705882355,2.5882352941176476,1.9816176470588234,4.650735294117647,1.4926470588235294,4.610294117647058,3.2352941176470584,3.2757352941176467,5.216911764705882
NBPV,2.5882352941176467,1.4338235294117647,3.2757352941176467,4.569852941176471,0.6470588235294117,2.746323529411765,2.5882352941176467,4.022058823529412,3.922794117647059,0.6470588235294117,2.6470588235294112,5.216911764705882,0.7058823529411765,0.0,4.529411764705882
SBPV,1.9816176470588234,1.411764705882353,3.9632352941176467,2.0,2.6286764705882355,3.334558823529412,6.6691176470588225,1.941176470588235,4.669117647058823,5.375,4.022058823529412,0.0,2.6286764705882355,1.3345588235294117,0.6470588235294117
