,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,2.5,14.960784313725489,14.777777777777775,14.147058823529413,3.7026143790849675,11.813725490196077,1.3333333333333333,4.888888888888888,0.611111111111111,14.294117647058824,1.2581699346405228,1.8333333333333333,1.222222222222222,10.571895424836601,3.2222222222222223
NV,0.0,10.738562091503267,20.49673202614379,26.14379084967321,6.183006535947713,5.666666666666666,12.999999999999998,15.369281045751634,20.46078431372549,18.016339869281044,8.107843137254903,17.202614379084967,21.196078431372552,22.19934640522876,17.568627450980394
SV,0.611111111111111,11.941176470588236,22.774509803921564,22.941176470588236,1.8333333333333333,1.8333333333333333,3.758169934640523,16.794117647058826,16.591503267973856,20.437908496732025,6.794117647058824,10.480392156862745,6.777777777777779,22.202614379084963,6.830065359477125
BV,1.8888888888888888,16.79411764705882,3.6666666666666665,15.08823529411765,3.758169934640523,1.222222222222222,3.6666666666666665,21.81045751633987,3.238562091503268,7.555555555555555,12.56862745098039,1.8692810457516342,16.179738562091504,0.611111111111111,13.643790849673204
PV,3.7026143790849675,6.777777777777779,3.055555555555556,4.944444444444445,3.8137254901960778,4.980392156862746,0.055555555555555546,3.111111111111111,0.0,3.2777777777777772,4.313725490196078,3.6666666666666665,3.7581699346405233,1.2777777777777777,1.2581699346405228
NBV,3.1830065359477118,9.477124183006536,13.607843137254902,18.21895424836601,6.813725490196079,3.7222222222222228,6.294117647058823,20.330065359477118,18.254901960784313,19.107843137254903,12.980392156862747,9.277777777777779,6.333333333333332,17.869281045751634,9.813725490196079
NPV,2.5359477124183005,1.222222222222222,1.2581699346405228,1.2777777777777777,2.444444444444444,3.0915032679738563,1.222222222222222,0.611111111111111,1.222222222222222,1.8692810457516342,1.8333333333333333,1.8888888888888888,2.5555555555555554,0.611111111111111,1.8333333333333333
SBV,1.222222222222222,12.38562091503268,14.813725490196077,26.088235294117645,1.8888888888888888,8.702614379084968,11.385620915032678,11.941176470588236,20.549019607843135,17.34967320261438,16.663398692810457,9.405228758169933,11.758169934640524,20.66013071895425,7.369281045751633
SPV,2.480392156862745,0.0,0.0,1.8333333333333333,1.8333333333333333,2.5,3.7777777777777777,0.6470588235294117,0.611111111111111,1.2777777777777777,1.8333333333333333,1.8888888888888888,4.888888888888888,0.0,3.1470588235294117
BPV,3.055555555555556,2.444444444444444,3.7777777777777777,3.0915032679738563,2.5359477124183005,0.611111111111111,1.8333333333333333,3.055555555555556,0.6666666666666666,3.0915032679738563,2.480392156862745,1.2581699346405228,3.7777777777777777,1.222222222222222,0.611111111111111
NBPV,1.8333333333333333,0.611111111111111,2.5,3.0915032679738563,2.444444444444444,0.611111111111111,1.8333333333333333,0.0,0.611111111111111,0.611111111111111,1.222222222222222,1.8888888888888888,0.611111111111111,1.222222222222222,1.222222222222222
SBPV,3.7222222222222228,0.611111111111111,4.333333333333333,1.222222222222222,1.222222222222222,3.111111111111111,1.8888888888888888,2.480392156862745,0.0,1.8333333333333333,1.8333333333333333,0.611111111111111,0.0,1.222222222222222,4.277777777777779
