,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,8.767857142857142,18.982142857142854,32.07142857142857,22.91071428571428,23.30357142857143,24.874999999999996,4.446428571428571,30.16071428571428,14.857142857142852,20.928571428571423,36.642857142857146,9.160714285714286,12.732142857142858,27.10714285714285,16.553571428571427
NV,2.946428571428571,26.71428571428571,40.05357142857142,37.5,7.464285714285715,25.19642857142857,28.803571428571427,23.232142857142858,37.17857142857143,33.30357142857142,16.303571428571427,9.035714285714286,23.16071428571428,49.35714285714286,31.732142857142858
SV,19.107142857142854,24.94642857142857,41.55357142857143,40.767857142857146,10.267857142857142,15.839285714285714,10.142857142857142,41.30357142857143,42.732142857142854,43.982142857142854,16.553571428571427,12.892857142857142,29.714285714285708,43.32142857142857,8.839285714285714
BV,11.910714285714285,30.821428571428566,44.107142857142854,35.08928571428571,7.785714285714285,26.125,4.25,41.5,3.1428571428571432,39.785714285714285,49.55357142857143,20.55357142857143,15.107142857142858,35.08928571428571,25.071428571428573
PV,1.5714285714285716,2.7500000000000004,27.625,7.2678571428571415,20.749999999999996,29.196428571428573,2.875,5.82142857142857,16.107142857142858,34.94642857142857,16.357142857142858,15.446428571428573,5.625,13.607142857142856,36.66071428571428
NBV,11.785714285714285,38.357142857142854,33.37499999999999,37.76785714285714,16.28571428571429,19.178571428571427,27.232142857142854,36.589285714285715,39.535714285714285,41.035714285714285,14.339285714285715,17.21428571428571,16.160714285714285,53.14285714285714,25.982142857142854
NPV,11.839285714285712,0.0,2.7500000000000004,12.964285714285712,7.267857142857142,17.732142857142858,4.124999999999999,11.517857142857144,4.517857142857143,6.214285714285714,11.517857142857142,14.339285714285714,11.839285714285715,19.107142857142854,16.410714285714285
SBV,7.19642857142857,42.607142857142854,41.535714285714285,33.5,24.94642857142857,21.92857142857143,19.553571428571427,32.32142857142858,17.410714285714285,38.99999999999999,14.785714285714283,34.160714285714285,27.678571428571423,30.821428571428566,33.24999999999999
SPV,4.375,4.25,7.464285714285715,2.946428571428571,9.160714285714285,4.642857142857142,1.6964285714285714,14.660714285714285,12.767857142857142,16.428571428571427,3.0714285714285716,7.07142857142857,19.374999999999996,11.714285714285714,11.321428571428571
BPV,3.0714285714285716,17.660714285714285,7.19642857142857,7.19642857142857,5.892857142857142,26.553571428571427,7.07142857142857,26.57142857142857,13.410714285714285,8.642857142857144,38.67857142857142,11.446428571428571,3.0714285714285716,35.285714285714285,22.125
NBPV,19.249999999999996,7.464285714285715,10.535714285714285,11.785714285714285,17.874999999999996,16.035714285714285,16.410714285714285,9.089285714285714,4.517857142857143,11.910714285714285,12.107142857142856,17.874999999999996,16.553571428571427,12.964285714285712,10.214285714285714
SBPV,16.035714285714285,11.910714285714285,9.285714285714286,9.089285714285714,10.017857142857142,9.089285714285714,10.660714285714286,5.696428571428571,14.982142857142854,1.5714285714285716,2.946428571428571,7.125000000000001,4.25,12.964285714285712,7.125000000000001
