,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,3.2032967032967026,11.324175824175823,8.956043956043954,13.934065934065934,0.7857142857142858,16.137362637362635,0.8461538461538461,12.81318681318681,2.5604395604395602,7.384615384615384,7.395604395604397,4.846153846153846,8.049450549450547,10.54945054945055,1.5714285714285716
NV,5.499999999999999,9.67032967032967,8.12087912087912,21.13736263736264,10.659340659340659,1.6318681318681318,12.027472527472527,13.8021978021978,13.087912087912088,14.708791208791208,1.5714285714285716,13.884615384615383,4.835164835164835,18.115384615384613,22.505494505494504
SV,2.417582417582418,13.016483516483518,13.873626373626374,12.14835164835165,4.170329670329671,1.7747252747252744,0.7857142857142858,9.873626373626374,4.846153846153846,16.280219780219777,2.478021978021978,5.560439560439559,7.263736263736262,8.098901098901099,4.978021978021978
BV,1.5714285714285716,3.1428571428571432,12.21978021978022,13.137362637362637,0.9175824175824178,11.494505494505495,0.0,11.978021978021976,3.2032967032967026,12.23076923076923,13.873626373626374,2.3571428571428568,8.170329670329672,7.406593406593406,8.824175824175825
PV,0.8571428571428572,0.7857142857142858,0.7857142857142858,2.417582417582418,2.417582417582418,1.7032967032967035,0.0,0.8461538461538461,0.7857142857142858,2.489010989010989,0.0,3.274725274725275,5.499999999999999,0.0,3.2637362637362637
NBV,1.5714285714285716,15.554945054945051,11.423076923076922,22.736263736263734,2.3571428571428568,1.6318681318681318,11.576923076923077,6.467032967032968,9.752747252747254,11.60989010989011,2.3571428571428568,3.274725274725275,2.417582417582418,23.74725274725274,6.54945054945055
NPV,2.3571428571428568,5.56043956043956,2.489010989010989,1.5714285714285716,1.5714285714285716,0.07142857142857142,0.7857142857142858,2.417582417582418,1.5714285714285716,2.5494505494505493,2.417582417582418,1.6318681318681318,1.6318681318681318,0.7857142857142858,2.417582417582418
SBV,3.214285714285714,4.835164835164836,13.851648351648352,14.565934065934064,2.478021978021978,9.08791208791209,8.170329670329672,4.857142857142857,7.978021978021978,14.659340659340659,4.895604395604396,8.252747252747252,10.52747252747253,19.59340659340659,9.56043956043956
SPV,1.5714285714285716,1.6318681318681318,1.5714285714285716,3.2637362637362637,1.6318681318681318,0.0,2.489010989010989,0.7857142857142858,3.1428571428571432,2.3571428571428568,0.0,0.8461538461538461,1.5714285714285716,2.417582417582418,3.335164835164835
BPV,0.0,4.774725274725275,4.906593406593406,5.038461538461538,2.417582417582418,0.8571428571428572,3.9999999999999996,4.846153846153846,1.6923076923076923,0.8571428571428572,0.7857142857142858,0.0,0.0,4.906593406593406,1.6318681318681318
NBPV,0.0,2.417582417582418,0.0,3.1428571428571432,2.417582417582418,1.5714285714285716,3.2032967032967026,0.8461538461538461,0.0,0.7857142857142858,0.8571428571428572,4.10989010989011,0.0,1.6318681318681318,4.049450549450549
SBPV,1.6318681318681318,4.846153846153846,4.895604395604396,3.928571428571428,3.335164835164835,0.0,2.417582417582418,1.7032967032967035,0.0,1.5714285714285716,1.6318681318681318,0.0,1.6318681318681318,0.0,0.8461538461538461
