,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,13.444444444444445,13.666666666666666,13.777777777777779,31.111111111111118,13.555555555555557,34.333333333333336,4.888888888888888,29.666666666666668,12.333333333333334,22.11111111111111,7.4444444444444455,7.333333333333333,6.222222222222222,6.222222222222222,7.333333333333333
NV,9.777777777777779,19.88888888888889,19.77777777777778,32.111111111111114,23.333333333333332,15.88888888888889,22.333333333333332,18.555555555555557,26.0,43.111111111111114,21.11111111111111,29.555555555555557,25.77777777777778,27.444444444444443,22.333333333333332
SV,3.9999999999999996,23.666666666666668,32.111111111111114,28.44444444444444,3.6666666666666665,5.0,11.000000000000002,30.777777777777775,18.555555555555554,36.0,15.0,18.555555555555554,11.000000000000002,28.666666666666668,11.111111111111109
BV,9.88888888888889,19.77777777777778,38.33333333333333,41.88888888888889,7.4444444444444455,16.11111111111111,11.000000000000002,3.7777777777777777,1.3333333333333333,23.444444444444446,34.55555555555556,13.777777777777779,24.88888888888889,6.111111111111112,21.000000000000004
PV,3.6666666666666665,2.5555555555555554,28.444444444444443,7.4444444444444455,5.0,30.777777777777782,4.888888888888888,30.666666666666664,6.111111111111112,32.22222222222222,23.222222222222225,8.555555555555555,35.666666666666664,13.666666666666666,26.0
NBV,2.5555555555555554,16.11111111111111,31.444444444444443,28.333333333333332,7.4444444444444455,14.666666666666666,22.000000000000004,26.111111111111118,33.33333333333333,23.444444444444446,22.000000000000004,14.666666666666666,16.11111111111111,42.00000000000001,17.333333333333332
NPV,2.777777777777778,9.88888888888889,10.0,8.777777777777777,8.555555555555557,8.666666666666668,10.999999999999998,5.0,6.222222222222222,7.333333333333333,12.222222222222223,0.0,4.888888888888888,8.555555555555557,2.444444444444444
SBV,3.6666666666666665,13.777777777777779,32.111111111111114,29.555555555555557,5.0,16.11111111111111,13.555555555555557,35.88888888888889,29.666666666666675,33.33333333333333,19.555555555555554,17.333333333333336,29.777777777777782,36.888888888888886,15.88888888888889
SPV,2.444444444444444,6.11111111111111,4.888888888888888,6.111111111111112,4.888888888888888,2.5555555555555554,7.444444444444444,6.222222222222222,6.111111111111112,8.666666666666668,11.222222222222221,7.333333333333333,7.555555555555555,6.111111111111112,3.6666666666666665
BPV,8.666666666666668,13.555555555555557,31.111111111111118,7.444444444444444,7.333333333333333,5.0,10.0,22.11111111111111,12.444444444444445,11.111111111111112,28.333333333333332,6.222222222222222,16.11111111111111,19.88888888888889,25.88888888888889
NBPV,5.111111111111111,9.777777777777779,7.444444444444444,13.444444444444445,7.333333333333333,2.5555555555555554,6.222222222222222,7.333333333333333,6.111111111111112,6.111111111111112,6.111111111111112,3.7777777777777777,7.4444444444444455,2.5555555555555554,8.666666666666668
SBPV,2.444444444444444,11.222222222222221,9.777777777777779,2.444444444444444,8.555555555555557,14.888888888888891,3.6666666666666665,4.888888888888888,11.111111111111112,1.222222222222222,12.444444444444445,10.999999999999998,9.88888888888889,11.222222222222221,4.888888888888888
