,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,3.1428571428571432,19.978021978021975,18.357142857142858,11.060439560439558,4.060439560439559,19.36263736263736,1.5714285714285716,17.813186813186814,11.131868131868131,8.774725274725274,23.3021978021978,4.846153846153846,7.857142857142857,9.428571428571427,8.835164835164836
NV,1.5714285714285716,11.989010989010987,29.45604395604395,20.956043956043953,13.357142857142856,6.489010989010987,12.774725274725274,26.846153846153847,17.016483516483515,33.53846153846153,12.763736263736265,17.417582417582416,17.417582417582416,23.19230769230769,22.324175824175825
SV,0.0,16.192307692307693,20.69230769230769,12.917582417582416,2.489010989010989,4.785714285714286,2.4285714285714284,17.69230769230769,20.12087912087912,20.82417582417582,6.2857142857142865,8.12087912087912,7.2142857142857135,24.967032967032967,1.7032967032967035
BV,6.406593406593405,16.241758241758237,3.928571428571428,22.456043956043956,5.500000000000001,3.1428571428571432,3.274725274725275,20.82417582417582,9.109890109890111,4.241758241758243,22.406593406593405,0.7857142857142858,17.489010989010985,12.7032967032967,6.489010989010987
PV,7.07142857142857,4.7142857142857135,9.62087912087912,3.2032967032967026,4.049450549450549,12.027472527472527,0.8571428571428572,10.346153846153845,5.571428571428571,18.478021978021975,13.428571428571425,3.928571428571428,9.571428571428571,4.846153846153846,16.0989010989011
NBV,7.928571428571426,16.82417582417582,16.0989010989011,20.846153846153847,15.120879120879122,2.3571428571428568,14.346153846153847,11.2032967032967,8.642857142857142,33.38461538461538,1.5714285714285716,4.0,7.857142857142856,30.445054945054945,9.835164835164836
NPV,0.8571428571428572,2.417582417582418,4.7142857142857135,0.9285714285714286,0.7857142857142858,0.9175824175824178,4.857142857142857,5.631868131868132,2.3571428571428568,8.917582417582418,3.2032967032967026,7.263736263736263,0.0,2.4285714285714284,9.549450549450547
SBV,7.131868131868131,11.131868131868131,20.302197802197803,19.049450549450547,3.928571428571428,12.978021978021975,21.81318681318681,18.335164835164832,23.159340659340657,19.049450549450547,9.631868131868131,6.489010989010987,11.131868131868131,28.29120879120879,16.7032967032967
SPV,0.07142857142857142,1.7032967032967035,0.8571428571428572,0.0,2.3571428571428568,0.07142857142857142,0.7857142857142858,0.7857142857142858,2.417582417582418,0.7857142857142858,0.7857142857142858,3.214285714285714,4.7142857142857135,2.3571428571428568,0.7857142857142858
BPV,4.06043956043956,2.417582417582418,18.467032967032964,3.274725274725275,4.785714285714286,1.5714285714285716,1.7032967032967035,0.8571428571428572,0.8461538461538461,15.060439560439558,14.2032967032967,3.2032967032967026,7.928571428571428,19.241758241758237,5.703296703296703
NBPV,0.0,3.1428571428571432,3.406593406593407,6.2857142857142865,2.3571428571428568,3.928571428571428,5.57142857142857,5.642857142857142,1.6428571428571428,3.928571428571428,0.9175824175824178,3.2857142857142856,3.274725274725275,3.2857142857142847,2.3571428571428568
SBPV,0.8571428571428572,5.703296703296703,0.7857142857142858,3.9999999999999996,3.989010989010989,3.2032967032967026,4.060439560439559,4.7142857142857135,0.0,8.917582417582418,0.7857142857142858,3.989010989010989,3.1428571428571432,3.2032967032967026,3.1428571428571432
