,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,0.9166666666666666,21.679487179487182,29.980769230769234,24.00641025641026,1.9166666666666665,24.69871794871795,13.967948717948717,32.58974358974359,11.423076923076925,17.711538461538463,18.711538461538463,5.294871794871795,21.92948717948718,17.006410256410255,6.3589743589743595
NV,3.5320512820512824,24.76923076923077,16.03205128205128,18.493589743589748,13.333333333333336,7.134615384615385,14.185897435897434,21.397435897435894,28.224358974358978,27.717948717948715,19.474358974358978,13.051282051282051,21.23076923076923,26.76282051282051,21.01282051282051
SV,3.5256410256410255,17.8525641025641,31.128205128205128,16.935897435897438,8.826923076923078,4.519230769230769,7.98076923076923,25.53205128205128,29.006410256410252,28.160256410256405,5.9935897435897445,1.8333333333333333,9.737179487179485,26.051282051282048,12.198717948717947
BV,6.134615384615385,22.153846153846153,23.230769230769234,19.53846153846154,9.032051282051281,10.737179487179487,14.108974358974361,6.205128205128205,6.134615384615385,9.737179487179489,25.46794871794872,12.358974358974358,9.051282051282051,23.006410256410252,11.57051282051282
PV,1.7628205128205128,3.5961538461538463,3.75,4.371794871794872,1.8333333333333333,17.634615384615387,0.8461538461538461,18.762820512820515,6.064102564102565,16.942307692307697,1.7628205128205128,6.134615384615384,20.55128205128205,12.641025641025644,1.9102564102564101
NBV,4.371794871794871,22.935897435897434,21.314102564102562,25.94871794871795,4.448717948717949,1.7692307692307694,7.826923076923078,25.628205128205128,24.615384615384617,13.641025641025642,7.134615384615385,9.666666666666666,14.955128205128204,29.294871794871792,17.705128205128204
NPV,0.9230769230769231,5.9935897435897445,2.6153846153846154,3.6730769230769225,6.205128205128205,6.064102564102564,6.288461538461538,4.455128205128204,5.288461538461538,5.288461538461538,6.211538461538462,2.6858974358974357,5.358974358974359,2.756410256410256,0.8461538461538461
SBV,2.6794871794871793,18.974358974358974,18.551282051282055,23.852564102564102,9.814102564102564,18.48717948717949,10.583333333333334,20.256410256410255,18.57051282051282,30.91025641025641,23.78205128205128,6.205128205128205,15.737179487179484,34.56410256410257,21.314102564102562
SPV,5.224358974358974,5.294871794871795,2.6794871794871793,3.5320512820512824,0.9166666666666666,3.6025641025641026,3.6025641025641026,5.9935897435897445,0.0,3.5961538461538454,2.756410256410256,1.83974358974359,3.6025641025641026,3.3846153846153846,3.6025641025641026
BPV,3.6025641025641026,5.147435897435898,12.429487179487182,0.9230769230769231,1.7628205128205128,10.442307692307692,5.358974358974359,14.948717948717952,1.6923076923076923,21.378205128205128,7.0576923076923075,4.378205128205128,20.391025641025646,2.5384615384615383,1.83974358974359
NBPV,1.8333333333333333,9.666666666666668,4.371794871794872,1.83974358974359,1.7628205128205128,3.756410256410256,5.4423076923076925,2.6089743589743595,3.5961538461538463,7.897435897435898,1.8333333333333333,8.89102564102564,4.378205128205128,6.141025641025641,2.6794871794871793
SBPV,4.371794871794872,6.134615384615385,3.5256410256410255,8.75,4.301282051282051,0.0,4.448717948717949,6.134615384615385,4.371794871794871,7.121794871794871,0.9166666666666666,8.121794871794872,2.5384615384615383,0.0,5.294871794871795
