,E,A,G,O,EA,EG,EO,AG,AO,GO,EAG,EAO,EGO,AGO,EAGO
V,0.0,13.926470588235293,23.14705882352941,19.75,1.9411764705882357,10.691176470588234,1.3345588235294117,0.6875000000000001,5.297794117647059,14.558823529411766,13.669117647058826,0.6470588235294117,13.709558823529411,0.0,0.6875000000000001
NV,0.0,19.22426470588235,14.794117647058824,20.540441176470587,9.82720588235294,6.511029411764705,9.216911764705882,11.768382352941176,22.38235294117647,21.8125,11.886029411764705,10.433823529411764,8.022058823529413,12.713235294117647,16.00735294117647
SV,0.0,15.08455882352941,12.003676470588236,12.67279411764706,4.080882352941177,0.7463235294117647,0.7058823529411765,21.165441176470583,11.86764705882353,17.871323529411764,5.963235294117647,0.6875000000000001,3.294117647058824,14.455882352941178,11.31985294117647
BV,1.352941176470588,7.863970588235294,11.92279411764706,13.867647058823529,6.025735294117647,13.948529411764705,2.6691176470588234,10.573529411764707,4.529411764705882,2.6691176470588234,12.533088235294118,0.7058823529411765,3.375,0.0,13.926470588235293
PV,3.433823529411765,0.6470588235294117,1.2941176470588234,3.2757352941176467,2.6691176470588234,2.6470588235294117,3.9632352941176467,3.3345588235294112,3.2757352941176467,0.6470588235294117,3.88235294117647,2.6286764705882355,4.628676470588235,1.9816176470588236,7.2389705882352935
NBV,3.275735294117647,9.275735294117647,11.378676470588237,26.386029411764707,1.2941176470588234,0.7058823529411765,5.922794117647059,17.22058823529412,19.0625,21.341911764705884,4.647058823529412,3.88235294117647,4.040441176470589,20.441176470588236,8.533088235294118
NPV,0.6875000000000001,0.0,1.3529411764705883,5.338235294117647,0.6470588235294117,1.2941176470588234,2.727941176470588,1.3345588235294117,2.0404411764705883,2.6286764705882355,0.6470588235294117,1.3345588235294117,3.316176470588235,0.0588235294117647,2.0
SBV,4.610294117647059,9.886029411764705,12.496323529411764,11.220588235294118,3.275735294117647,6.6691176470588225,13.948529411764707,15.062499999999998,21.246323529411764,19.669117647058826,9.238970588235293,7.845588235294117,8.731617647058822,19.22794117647059,17.121323529411764
SPV,0.6470588235294117,0.7647058823529412,0.7058823529411765,0.6470588235294117,2.6470588235294112,5.375,2.6286764705882355,3.356617647058824,1.3345588235294117,4.56985294117647,2.746323529411765,2.5882352941176467,1.9816176470588236,3.2352941176470584,0.6470588235294117
BPV,0.6470588235294117,3.3749999999999996,2.6286764705882355,0.6875000000000001,2.0220588235294117,2.5882352941176467,2.6286764705882355,5.275735294117647,1.2941176470588234,3.922794117647059,0.6470588235294117,0.6470588235294117,3.882352941176471,5.375,3.3749999999999996
NBPV,1.9816176470588234,5.216911764705882,2.0404411764705883,1.9816176470588236,4.022058823529412,4.0625,2.6875,2.6875,2.5882352941176467,0.0,1.9816176470588234,1.9411764705882355,1.9816176470588236,0.6470588235294117,1.3345588235294117
SBPV,1.9816176470588236,2.6286764705882355,1.9411764705882355,1.941176470588235,0.6875000000000001,0.6470588235294117,0.6875000000000001,3.316176470588235,3.2352941176470584,3.275735294117647,0.0,1.2941176470588234,2.0220588235294117,1.3345588235294117,0.6470588235294117
